"Avaliando IDEPB - 2017
RESULTADOS POR ESCOLA
LÍNGUA PORTUGUESA/MATEMÁTICA
Rede Estadual";;;;;;;;;;;;;
Retorna Índice.;;;;;;;;;;;;;
Código da Etapa de Escolaridade;Etapa de Escolaridade;Rede de Ensino;Código de GRE;GRE;Código de Município;Município;Código da Escola;Escola;Nota Média Padronizada - LP;Nota Média Padronizada - MT;Indicador de Desempenho;Indicador de Fluxo;IDEPB
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2505600;DIAMANTE;25030108;EEEF DR ERNESTO DE SOUSA DINIZ;5,01;5,89;5,45;0,88;4,79
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2506608;IBIARA;25030167;EEEF DE IBIARINHA;4,46;4,79;4,62;0,86;3,98
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2507002;ITAPORANGA;25030620;EEEF CHAGAS SOARES;4,44;4,33;4,38;0,90;3,96
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2507002;ITAPORANGA;25030647;EEEF DR MANOEL DINIZ;4,37;4,23;4,30;0,87;3,75
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2507002;ITAPORANGA;25030655;EEEF PE DINIZ;4,69;4,45;4,57;0,90;4,10
18;5º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2511004;PEDRA BRANCA;25031511;EEEF RAIMUNDO EPAMINONDAS DE SOUSA;4,94;5,06;5,00;0,92;4,61
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2502607;IGARACY;25023896;EEEFM JOSELITA BRASILEIRO;4,89;4,97;4,93;0,53;2,59
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2504801;COREMAS;25024523;EEEF MINISTRO CARLOS LUIZ DE ARAUJO;4,40;4,78;4,59;0,79;3,60
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2510204;NOVA OLINDA;25025635;EEEFM JOAO LEITE NETO;5,50;5,61;5,55;0,84;4,64
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2510402;OLHO D AGUA;25025830;EEEIFM ANTONIO AVELINO DE ALMEIDA;5,14;5,90;5,52;0,83;4,59
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2511301;PIANCO;25026402;EEEIEF ADEMAR LEITE;3,39;3,45;3,42;0,63;2,16
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2513604;SANTANA DOS GARROTES;25027190;EEEF DR FELIZARDO LEITE;4,50;4,37;4,44;0,86;3,84
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2502102;BOA VENTURA;25027573;EEEF JOAO CAVALCANTI SULA;4,68;4,50;4,59;0,86;3,96
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2504405;CONCEICAO;25027999;EEEF CALULA LEITE;4,68;4,21;4,44;0,85;3,77
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2504405;CONCEICAO;25028022;EEEF JOSE LEITE;4,80;4,75;4,77;0,84;4,01
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2504405;CONCEICAO;25028065;EEEF NOSSA SENHORA DE FATIMA;3,17;3,63;3,40;0,86;2,91
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2505303;CURRAL VELHO;25029576;EEEFMCORONEL ZUZA LACERDA;5,40;5,45;5,42;0,76;4,13
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2505600;DIAMANTE;25029797;EEEF JOANA ABILIO PEGADO;4,53;4,73;4,63;0,82;3,80
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2505600;DIAMANTE;25030108;EEEF DR ERNESTO DE SOUSA DINIZ;5,02;5,71;5,37;0,60;3,23
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2506608;IBIARA;25030175;EEEF FRANCA LEITE;4,11;4,40;4,26;0,77;3,28
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2507002;ITAPORANGA;25030620;EEEF CHAGAS SOARES;4,42;4,39;4,40;0,77;3,38
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2507002;ITAPORANGA;25030655;EEEF PE DINIZ;4,68;4,79;4,74;0,84;3,96
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2507002;ITAPORANGA;25030698;EEEF SIMEAO LEAL;3,87;4,31;4,09;0,89;3,62
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2511004;PEDRA BRANCA;25031511;EEEF RAIMUNDO EPAMINONDAS DE SOUSA;4,14;5,19;4,66;0,89;4,15
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2513505;SANTANA DE MANGUEIRA;25031783;EEEFM PRESIDENTE KENNEDY;4,61;4,71;4,66;0,67;3,11
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2514305;SAO JOSE DE CAIANA;25032518;EEEFM OTAVIANO L DA SILVA;3,74;4,26;4,00;0,89;3,58
41;9º ano do Ensino Fundamental;ESTADUAL;7;7ª GRE-ITAPORANGA;2515708;SERRA GRANDE;25032968;EEEFM PROF JOSEFA JUSTINO GOMES;4,37;4,90;4,63;1,00;4,63
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2502003;BELEM DO BREJO DO CRUZ;25000047;EEEMF NOSSA SENHORA DA CONCEICAO;4,35;4,15;4,25;0,76;3,22
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2502300;BOM SUCESSO;25000349;EEEFM PADRE ARISTIDES;4,58;4,70;4,64;0,93;4,34
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2502805;BREJO DO CRUZ;25000640;EEEFM PROF JOSE OLIMPIO MAIA;3,85;3,88;3,86;0,62;2,38
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2514651;SAO JOSE DO BREJO DO CRUZ;25001302;EEEFM OLIVIA SARAIVA MAIA;4,76;4,19;4,48;0,84;3,76
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2502904;BREJO DOS SANTOS;25001477;EEEFM PROFª DIVA GUEDES DE ARAUJO;4,49;4,17;4,33;0,77;3,36
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2504306;CATOLE DO ROCHA;25001825;ESC AGROTECNICA DO CAJUEIRO CAMPUS IV - UEPB;5,21;4,68;4,95;0,66;3,24
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2504306;CATOLE DO ROCHA;25001833;EEEFM OBDULIA DANTAS;4,42;4,22;4,32;0,73;3,14
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2507408;JERICO;25002422;EEEFM FRANCISCO MAIA;4,55;4,34;4,45;0,68;3,04
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2509370;MATO GROSSO;25002457;EEEFM JOSE SERAFIM DE LIMA;4,36;4,11;4,24;0,79;3,34
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2512804;RIACHO DOS CAVALOS;25003410;EEEFM DANIEL CARNEIRO;4,30;4,29;4,30;0,81;3,49
27;3ª série do Ensino Médio;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2513901;SAO BENTO;25003844;EEEFM JOAO SILVEIRA GUIMARAES;4,52;4,47;4,50;0,77;3,45
18;5º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2502805;BREJO DO CRUZ;25000659;EEEF ANTONIO GOMES;4,11;5,43;4,77;0,82;3,90
18;5º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2504306;CATOLE DO ROCHA;25001868;EEEF DE CAJAZEIRAS;4,91;5,11;5,01;0,94;4,70
18;5º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2504306;CATOLE DO ROCHA;25001876;EEEF DE CATOLE DE BAIXO;5,83;4,87;5,35;1,00;5,35
18;5º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2504306;CATOLE DO ROCHA;25001914;EEEF SERGINA LAURA DANTAS;5,41;5,57;5,49;0,95;5,21
18;5º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2504306;CATOLE DO ROCHA;25002376;EEEF FABIO MARIZ MAIA;5,86;6,64;6,25;0,86;5,39
18;5º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2513901;SAO BENTO;25003887;EEEF MILTON LUCIO DA SILVA;5,91;5,54;5,72;0,88;5,02
41;9º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2502003;BELEM DO BREJO DO CRUZ;25000055;EEEF AMERICO MAIA;4,90;4,77;4,83;0,84;4,08
41;9º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2502300;BOM SUCESSO;25000373;EEEF DR JOSE PAZ DE LIMA;4,95;5,04;5,00;0,97;4,85
41;9º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2502805;BREJO DO CRUZ;25000659;EEEF ANTONIO GOMES;5,39;4,40;4,90;0,71;3,47
41;9º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2502904;BREJO DOS SANTOS;25001477;EEEFM PROFª DIVA GUEDES DE ARAUJO;4,06;4,10;4,08;0,82;3,35
41;9º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2504306;CATOLE DO ROCHA;25001906;EEEIEF JOAO SUASSUNA;4,66;4,74;4,70;0,70;3,27
41;9º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2504306;CATOLE DO ROCHA;25002376;EEEF FABIO MARIZ MAIA;5,46;6,70;6,08;0,91;5,52
41;9º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2507408;JERICO;25002422;EEEFM FRANCISCO MAIA;4,48;4,47;4,48;0,66;2,94
41;9º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2512804;RIACHO DOS CAVALOS;25003410;EEEFM DANIEL CARNEIRO;4,64;5,07;4,86;0,69;3,35
41;9º ano do Ensino Fundamental;ESTADUAL;8;8ª GRE-CATOLE DO ROCHA;2513901;SAO BENTO;25003852;EEEIF FAUSTO MEIRA;4,17;4,69;4,43;0,83;3,67
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2500700;SAO JOAO DO RIO DO PEIXE;25004883;EEEFM CORONEL JACOB GUILHERME FRANTZ;3,98;3,91;3,94;0,61;2,43
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2512077;POCO DE JOSE DE MOURA;25005995;EEEFM PROFª FRANCISCA FONSECA MATIAS;3,98;3,56;3,77;0,90;3,38
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2502201;BOM JESUS;25006029;EEEFM PROF JOAQUIM UMBELINO;4,83;4,40;4,62;0,83;3,84
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2502409;BONITO DE SANTA FE;25006223;EEEFM MONSENHOR MORAIS;4,24;3,74;3,99;0,91;3,62
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503308;CACHOEIRA DOS INDIOS;25007092;EEEFM PROFº ADALBERTO DE SOUSA OLIVEIRA;4,31;3,84;4,07;0,63;2,55
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007718;EEEFM PROF MANOEL MANGUEIRA LIMA;3,93;3,85;3,89;0,72;2,81
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007726;EEEFM PROFº CRISPIM COELHO;4,14;4,49;4,32;0,61;2,61
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007785;EEEFM CRISTIANO CARTAXO;4,64;3,86;4,25;0,72;3,07
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007904;EEEFM MONS CONSTANTINO VIEIRA;4,75;4,56;4,66;0,62;2,90
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2504108;CARRAPATEIRA;25009192;EEEFM JOEL PEREIRA DA SILVA;4,11;4,23;4,17;0,80;3,32
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2509602;MONTE HOREBE;25009559;EEEFM BONIFACIO SARAIVA DE MOURA;4,87;4,67;4,77;0,75;3,57
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2513307;SANTA HELENA;25009931;EEEFM ELAINE SOARES BRASILEIRO;4,89;4,00;4,44;0,90;4,00
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2514503;SAO JOSE DE PIRANHAS;25010565;EEEFM PREFº JOAQUIM LACERDA LEITE;4,34;4,15;4,24;0,73;3,08
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2514503;SAO JOSE DE PIRANHAS;25011669;E EST DE CURSO NORMAL EM NIVEL MEDIO SAO JOSE;4,54;4,20;4,37;0,79;3,47
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2502052;BERNARDINO BATISTA;25012193;EEEFM NELSON BATISTA ALVES;5,03;4,74;4,88;0,75;3,65
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2516805;TRIUNFO;25012207;EEEFM BERNARDINO JOSE BATISTA;4,70;4,26;4,48;0,76;3,42
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2516904;UIRAUNA;25012916;EEEFM DR JOSE DUARTE FILHO;4,46;4,18;4,32;0,78;3,36
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2513653;JOCA CLAUDINO;25012932;EEEFM SAO JOSE OPERARIO;3,46;3,24;3,35;0,93;3,13
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2512036;POCO DANTAS;25012940;EEEFM JOSE NILSON SANTIAGO;3,52;3,38;3,45;0,71;2,45
27;3ª série do Ensino Médio;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2516904;UIRAUNA;25012967;EEEF MONS CONSTANTINO VIEIRA;3,01;2,94;2,97;0,87;2,59
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2500700;SAO JOAO DO RIO DO PEIXE;25004948;EEEIEF DISTRITO DE UMARI;5,71;6,84;6,28;0,97;6,07
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2500700;SAO JOAO DO RIO DO PEIXE;25004972;EEEF CONEGO MANOEL JACOME;5,82;6,82;6,32;0,89;5,62
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2500700;SAO JOAO DO RIO DO PEIXE;25005030;EEEF DE GRAVATA;4,68;4,65;4,66;0,88;4,11
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007750;EEEF DESEMBARGADOR BOTO DE MENEZES;5,78;5,69;5,74;0,94;5,40
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007777;EEEF CEL JOAQUIM MATOS;5,20;4,85;5,02;0,89;4,50
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007807;EEEF JOAQUIM VICTOR JUREMA;5,45;5,01;5,23;0,89;4,67
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007882;EEEF SINHAZINHA RAMALHO;4,48;4,56;4,52;0,90;4,05
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25008951;ESC PROFISSIONAL MONTE CARMELO;6,37;5,73;6,05;0,96;5,80
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2504108;CARRAPATEIRA;25009214;EEEIF DE AVE MARIA;3,76;4,23;3,99;0,77;3,09
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2513307;SANTA HELENA;25009923;EEEF PROFESSOR JOSE BENTO;5,48;5,11;5,30;0,85;4,52
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2514503;SAO JOSE DE PIRANHAS;25010638;EEEF PROF LUIZ ALBERTO DE PAIVA;6,11;6,69;6,40;0,89;5,72
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2514503;SAO JOSE DE PIRANHAS;25010646;EEEF SAO SEBASTIAO;6,32;6,44;6,38;0,89;5,65
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2516904;UIRAUNA;25012924;EEEFM JOVELINA GOMES;5,90;6,35;6,13;0,89;5,46
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2516904;UIRAUNA;25012959;EEEF ERNANI SATIRO;4,43;5,15;4,79;0,89;4,27
18;5º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2500700;SAO JOAO DO RIO DO PEIXE;25102621;EEEF PROFª FRASSINETE BERNARDO;5,76;6,03;5,89;0,94;5,53
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2500700;SAO JOAO DO RIO DO PEIXE;25004875;ENE MIN JOSE AMERICO DE ALMEIDA;4,61;5,03;4,82;0,72;3,46
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2500700;SAO JOAO DO RIO DO PEIXE;25004948;EEEIEF DISTRITO DE UMARI;4,23;4,80;4,51;0,98;4,40
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2500700;SAO JOAO DO RIO DO PEIXE;25004999;EEEF DE BANDARRA;4,68;5,13;4,90;0,81;3,96
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2500700;SAO JOAO DO RIO DO PEIXE;25005030;EEEF DE GRAVATA;4,60;5,25;4,92;0,84;4,16
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2502409;BONITO DE SANTA FE;25006223;EEEFM MONSENHOR MORAIS;4,32;4,76;4,54;0,56;2,56
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2502409;BONITO DE SANTA FE;25006231;EEEF JOAQUIM NABUCO;4,69;4,78;4,74;0,63;3,00
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503308;CACHOEIRA DOS INDIOS;25007092;EEEFM PROFº ADALBERTO DE SOUSA OLIVEIRA;4,89;4,95;4,92;0,76;3,76
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007718;EEEFM PROF MANOEL MANGUEIRA LIMA;4,53;4,61;4,57;0,54;2,46
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007726;EEEFM PROFº CRISPIM COELHO;4,60;4,55;4,57;0,56;2,58
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007742;EEEF DOM MOISES COELHO;5,02;5,13;5,08;0,74;3,74
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2503704;CAJAZEIRAS;25007840;EEEF MONSENHOR JOAO MILANES;4,95;4,98;4,97;0,78;3,86
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2509602;MONTE HOREBE;25009559;EEEFM BONIFACIO SARAIVA DE MOURA;4,71;4,96;4,84;0,54;2,62
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2513307;SANTA HELENA;25009923;EEEF PROFESSOR JOSE BENTO;5,41;5,43;5,42;0,81;4,39
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2514503;SAO JOSE DE PIRANHAS;25010670;EEEF BAIRRO SANTO ANTONIO;4,49;4,85;4,67;0,91;4,23
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2514503;SAO JOSE DE PIRANHAS;25010727;EEEF SANTA MARIA GORETE;4,70;5,04;4,87;0,82;3,99
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2516805;TRIUNFO;25012185;EEEF ANTONIO FRANCISCO DUARTE;5,48;4,86;5,17;0,77;3,99
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2516904;UIRAUNA;25012924;EEEFM JOVELINA GOMES;4,49;4,37;4,43;0,79;3,50
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2516904;UIRAUNA;25012959;EEEF ERNANI SATIRO;4,32;4,66;4,49;0,73;3,27
41;9º ano do Ensino Fundamental;ESTADUAL;9;9ª GRE-CAJAZEIRAS;2516904;UIRAUNA;25012967;EEEF MONS CONSTANTINO VIEIRA;4,30;6,95;5,63;0,88;4,97
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2508406;LASTRO;25014412;EEEM NESTORINA ABRANTES;3,72;3,86;3,79;0,89;3,39
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2510006;NAZAREZINHO;25014951;EEEFM FRANCISCO AUGUSTO CAMPOS;3,81;4,11;3,96;0,70;2,77
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2513208;SANTA CRUZ;25017080;EEEFM VALDEMIRO W DE OLIVEIRA;4,53;5,59;5,06;0,84;4,27
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2514206;SAO JOSE DA LAGOA TAPADA;25017438;EEEFM ANTONIO GREGORIO DE LACERDA;3,91;3,89;3,90;0,96;3,74
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018060;EEEFM IZIDRA PACIFICO DE ARAUJO;4,81;5,24;5,02;0,80;4,01
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2500775;APARECIDA;25018094;EEEFM DR JOSE GADELHA;4,40;4,51;4,46;0,84;3,74
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018140;EEEFM CELSO MARIZ;4,50;3,99;4,24;0,63;2,66
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018183;EEEFM ESTEVAM MARINHO;4,09;3,80;3,94;0,87;3,42
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018272;EEEFM PROFª DIONE DINIZ OLIVEIRA DIAS;4,69;4,27;4,48;0,92;4,14
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018280;EEEM MESTRE JULIO SARMENTO;5,41;5,15;5,28;0,82;4,35
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018582;ENE JOSE DE PAIVA GADELHA;4,71;4,46;4,59;0,91;4,17
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018639;EEEF DR THOMAZ PIRES;4,77;4,02;4,39;0,77;3,40
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25019228;EEEF ANTONIO TEODORO NETO;4,74;4,32;4,53;0,76;3,45
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2509156;MARIZOPOLIS;25019538;EEEFM DR SILVA MARIZ;3,72;3,33;3,52;0,77;2,73
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2513984;SAO FRANCISCO;25019597;EEEFM DORGIVAL SILVEIRA;5,05;5,12;5,08;0,74;3,76
27;3ª série do Ensino Médio;ESTADUAL;10;10ª GRE-SOUSA;2517209;VIEIROPOLIS;25019740;EEEM MARIA MOREIRA PINTO;4,63;4,22;4,42;0,87;3,86
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2510006;NAZAREZINHO;25014960;EEEF MANOEL MENDES;5,31;6,16;5,74;0,96;5,49
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2513208;SANTA CRUZ;25017071;EEEF PROF NESTOR ANTUNES;6,25;6,04;6,15;0,89;5,48
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018060;EEEFM IZIDRA PACIFICO DE ARAUJO;6,76;7,59;7,18;0,82;5,88
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018132;EEEF BENTO FREIRE;6,10;6,03;6,07;0,89;5,43
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018140;EEEFM CELSO MARIZ;4,67;4,74;4,71;0,81;3,82
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018191;EEEFM FRANCISCO CICERO SOBRINHO;6,35;5,89;6,12;0,73;4,46
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018221;EEEF CONEGO JOAO CARTAXO ROLIM;6,43;5,97;6,20;0,80;4,95
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018256;EEEF DE DEMONSTRACAO DE SOUSA;5,75;5,34;5,55;0,79;4,38
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018264;EEEF JAIME MEIRA FONTES;4,71;4,94;4,82;0,92;4,42
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018272;EEEFM PROFª DIONE DINIZ OLIVEIRA DIAS;5,10;5,48;5,29;0,79;4,19
18;5º ano do Ensino Fundamental;ESTADUAL;10;10ª GRE-SOUSA;2516201;SOUSA;25018639;EEEF DR THOMAZ PIRES;4,75;4,95;4,85;0,75;3,65
